,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,url_list,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,salary,Team,Minutes,BSR Off.,BSR Def.,BSR Total,OOR Off.,OOR Def.,OOR Total,OVR Off.,OVR Def.,OVR total,WAR,cluster
150,Miles Bridges,SF,21,CHO,17,17,539,7.8,16.8,0.46,2.5,6.8,0.368,5.3,10.1,0.522,1.4,2,0.727,2,6.2,8.2,2.9,0.8,1.2,2.8,2.8,19.4,103,114,https://www.basketball-reference.com/players/b/bridgmi02.html,12.2,0.549,0.402,0.116,4.4,15,9.5,9.2,0.8,2.3,13.5,18.3,0.2,0.2,0.4,0.033,-1.4,-0.7,-2.1,0,"$3,755,400 ",Hornets,539,-1.8,-2.6,-4.5,-0.8,-7.1,-7.8,-1.7,-3.4,-5.2,-0.7,2
152,Malcolm Brogdon,PG,27,IND,12,12,372,10.8,23.3,0.464,2.1,6.8,0.308,8.7,16.5,0.528,6.2,6.4,0.98,0.9,6.6,7.5,12.7,1.6,0.4,4.6,3.6,29.9,115,104,https://www.basketball-reference.com/players/b/brogdma01.html,22.5,0.573,0.291,0.274,2,14.7,8.4,40.7,1.6,0.7,14.9,27.2,1,0.6,1.5,0.197,4.1,0.4,4.5,0.6,"$20,000,000 ",Pacers,372,2.9,-0.8,2.1,1.7,3.5,5.2,2.8,-0.1,2.7,1,7
153,Dillon Brooks,SG,24,MEM,15,15,408,8.1,20.2,0.402,3.2,8,0.394,5,12.2,0.407,3.6,4.2,0.865,1.6,4.1,5.7,3.4,1.7,0.8,2.3,6.7,23.1,104,114,https://www.basketball-reference.com/players/b/brookdi01.html,12.1,0.522,0.397,0.207,3.6,9.5,6.6,10.7,1.7,1.5,9.3,21.8,0.2,0.2,0.4,0.043,-0.5,-1.8,-2.3,0,"$1,618,520 ",Grizzlies,408,-0.9,-1.5,-2.5,4.4,2.8,7.3,0,-0.8,-0.9,0.4,8
154,Bruce Brown,SG,23,DET,16,12,436,5.1,12.2,0.414,1,2.8,0.36,4.1,9.5,0.43,1.8,3.4,0.516,1.5,5.3,6.8,6.8,1.9,1,3.5,5.3,12.9,95,111,https://www.basketball-reference.com/players/b/brownbr01.html,8.9,0.469,0.225,0.279,3.7,12.6,8.2,20.2,1.9,1.7,20.4,15.5,-0.2,0.3,0.1,0.015,-3,0.6,-2.4,0,"$1,416,852 ",Pistons,436,-4.4,3.2,-1.2,-4,-1.5,-5.6,-4.6,2.6,-1.9,0.2,6
155,Jaylen Brown,SF,23,BOS,12,12,399,10.1,21.6,0.467,2.5,6.7,0.375,7.6,14.9,0.508,4.4,6.1,0.725,1.7,9,10.7,3.4,1.6,0.4,2.4,4.9,27.1,109,103,https://www.basketball-reference.com/players/b/brownja02.html,16.8,0.558,0.311,0.283,3.6,18.8,11.3,11.4,1.6,0.7,9,23.7,0.5,0.7,1.1,0.138,0.3,0.5,0.7,0.3,"$6,534,829 ",Celtics,399,1.2,2.5,3.7,-1.6,1.9,0.3,0.8,2.4,3.3,1.2,5
156,Sterling Brown,SF,24,MIL,13,0,216,5.8,13.1,0.444,2.9,6.9,0.424,2.9,6.3,0.467,2.1,2.7,0.769,2.1,12.1,14.2,4,1.5,0.4,2.9,3.5,16.7,109,102,https://www.basketball-reference.com/players/b/brownst02.html,13.5,0.582,0.524,0.206,4.7,25.1,15.4,11.5,1.5,0.8,16.9,15.6,0.2,0.4,0.6,0.134,-0.9,1.2,0.3,0.1,"$1,618,520 ",Bucks,216,1.2,1.2,2.5,0.5,8.5,9.1,1.1,2.4,3.6,0.7,5
157,Jalen Brunson,PG,23,DAL,16,3,282,8.5,17.3,0.49,1.5,5.4,0.281,7,11.9,0.586,2.7,4.2,0.64,1.7,5.8,7.5,7.8,1.7,0,2.5,3.1,21.2,116,110,https://www.basketball-reference.com/players/b/brunsja01.html,16.3,0.547,0.317,0.238,3.9,12.3,8.2,23.1,1.7,0,11.9,19.2,0.5,0.2,0.7,0.129,0.9,-1.2,-0.3,0.1,"$1,416,582 ",Mavericks,282,2.4,2.5,4.9,1.3,6.4,7.7,2.3,3.3,5.5,1.2,5
158,Thomas Bryant,C,22,WAS,14,14,405,9.5,17,0.557,0.9,3.5,0.258,8.5,13.4,0.636,3.4,4.6,0.75,4.2,9.8,14,4,0.7,1.8,2.4,4,23.2,122,114,https://www.basketball-reference.com/players/b/bryanth01.html,20.2,0.61,0.223,0.273,9,24.3,16.5,11.7,0.7,3.5,10.4,18.8,1,0.1,1.2,0.148,1.9,0.3,2.2,0.4,"$7,936,508 ",Wizards,405,-2.5,-0.6,-3,-0.9,-10.4,-11.3,-2.4,-2.1,-4.5,-0.4,9
159,Trey Burke,PG,27,PHI,6,0,105,6.4,18.6,0.341,1.8,4.5,0.4,4.5,14.1,0.323,2.7,3.6,0.75,1.8,3.2,5,9.1,0.9,0.5,0.9,2.3,17.2,108,108,https://www.basketball-reference.com/players/b/burketr01.html,12.4,0.427,0.244,0.195,4.3,7.3,5.9,26,0.9,0.8,4.3,18.7,0.1,0.1,0.2,0.097,-1.5,-2.3,-3.8,0,"$2,028,594 ",76ers,105,3.1,-4.3,-1.2,0.7,-1.7,-1,2.8,-4.1,-1.3,0.1,8
160,Alec Burks,SG,28,GSW,14,5,386,7.9,18.9,0.419,2.3,6.5,0.358,5.6,12.5,0.451,7.3,8.1,0.909,0.9,6.6,7.4,4.3,1.3,0.7,2.2,3.8,25.5,114,116,https://www.basketball-reference.com/players/b/burksal01.html,16.5,0.568,0.342,0.426,1.9,15.3,8.4,14.1,1.3,1.3,8.9,21.9,0.7,0,0.7,0.089,0.6,-2.5,-2,0,"$2,320,044 ",Warriors,386,2.5,-3,-0.5,-3.1,4.1,1,1.7,-1.9,-0.2,0.5,2
161,Deonte Burton,SG,26,OKC,7,0,52,8.3,18.5,0.45,4.6,10.2,0.455,3.7,8.3,0.444,0,0,0,0,7.4,7.4,0.9,0.9,0,2.8,4.6,21.3,95,110,https://www.basketball-reference.com/players/b/burtode02.html,9.3,0.575,0.55,0,0,16.2,8.3,3.1,0.9,0,13,19.4,0,0,0,0.019,-3.3,-3.1,-6.4,-0.1,"$1,416,852 ",Thunder,52,-0.9,2.2,1.3,-10,1.3,-8.8,-2.5,2.2,-0.3,0.1,8
162,Jimmy Butler,SF,30,MIA,12,12,407,7.7,17.9,0.429,1,3.8,0.273,6.6,14.1,0.471,9.8,11.4,0.857,2.7,5.1,7.8,9.3,3.8,1.2,3.5,1.7,26.2,120,99,https://www.basketball-reference.com/players/b/butleji01.html,24.1,0.571,0.214,0.636,6.9,11.7,9.4,30.1,3.8,2.4,13.2,23.9,1.3,0.9,2.1,0.253,3.2,3.2,6.4,0.9,"$32,742,000 ",Heat,407,4.3,6.4,10.7,1.2,2.8,4,4,6.1,10.1,2.6,0
163,Bruno Caboclo,SF,24,MEM,9,0,85,7.6,17.4,0.438,1.6,7.1,0.231,6,10.3,0.579,0,0,0,3.3,6.5,9.8,2.7,2.2,4.3,2.2,6.5,16.8,97,107,https://www.basketball-reference.com/players/c/cabocbr01.html,13.7,0.484,0.406,0,7.5,15.2,11.3,8.4,2.2,8.2,11.1,17.5,0,0.1,0.1,0.048,-2.6,3,0.4,0.1,"$1,845,301 ",Grizzlies,85,-5.7,2.3,-3.4,-5.3,5.1,-0.2,-5.8,2.9,-2.9,0,1
164,Kentavious Caldwell-Pope,SG,26,LAL,16,6,354,6.6,14.7,0.45,2.4,5.8,0.419,4.2,8.9,0.47,1.8,2.2,0.813,1.2,3.8,5,2.8,1.5,0.1,1.8,3.6,17.4,109,106,https://www.basketball-reference.com/players/c/caldwke01.html,10.7,0.556,0.394,0.147,2.8,8.6,5.7,8,1.5,0.3,10.1,15.5,0.3,0.5,0.7,0.102,-1,-0.6,-1.6,0,"$8,089,282 ",Lakers,354,-0.7,-2.7,-3.4,0.6,1.6,2.2,-0.5,-2.2,-2.7,0,8
165,Clint Capela,C,25,HOU,15,15,478,9.5,15,0.637,0,0,0,9.5,15,0.637,1.8,4.1,0.442,5.3,15.5,20.9,1.4,1.3,2.9,2.2,4.1,20.9,122,102,https://www.basketball-reference.com/players/c/capelca01.html,21.2,0.628,0,0.27,10.6,34.6,22.6,4.3,1.2,5.7,12.2,16.4,0.9,0.8,1.7,0.188,-2.2,2.5,0.3,0.3,"$16,456,522 ",Rockets,478,-1.9,4.7,2.8,-2.3,0.2,-2.1,-2.1,4.2,2.1,1.2,4
166,DeMarre Carroll,SF,33,SAS,8,0,88,3.8,9.7,0.389,1.6,4.8,0.333,2.1,4.8,0.444,1.1,1.1,1,2.7,9.7,12.4,4.3,0.5,1.1,2.1,5.4,10.2,106,114,https://www.basketball-reference.com/players/c/carrode01.html,9,0.503,0.5,0.111,5.9,22.3,14,11.3,0.5,1.9,17.5,10.9,0,0,0.1,0.041,-2.3,-0.4,-2.7,0,"$7,000,000 ",Spurs,88,-1.1,0.5,-0.7,7.7,4.3,12,0.3,1.1,1.5,0.2,6
167,Jevon Carter,PG,24,PHO,13,2,196,4.8,11.7,0.408,2.9,7.2,0.4,1.9,4.5,0.421,1,1,1,0.7,5.3,6,5.7,2.9,1.2,3.6,5,13.4,97,104,https://www.basketball-reference.com/players/c/carteje01.html,9.8,0.554,0.638,0.085,1.1,12.3,6.6,15,2.9,2.3,22.3,14,-0.1,0.3,0.3,0.065,-2.1,2.4,0.3,0.1,"$1,416,852 ",Suns,196,-1.2,2.2,0.9,-2.5,7.7,5.2,-1.5,3.1,1.6,0.4,8
168,Vince Carter,SF,43,ATL,11,0,169,6.9,18.3,0.379,2.8,11.6,0.238,4.2,6.7,0.625,1.4,1.7,0.833,0.8,5.5,6.4,1.9,1.1,0.8,2.2,5.3,18,92,116,https://www.basketball-reference.com/players/c/cartevi01.html,7.2,0.473,0.636,0.091,2,13.2,7.6,6.1,1.1,1.6,10.4,18.8,-0.1,0,-0.1,-0.037,-3.1,-3.5,-6.5,-0.2,"$2,564,753 ",Hawks,169,-1.1,-4.1,-5.2,0.4,6.5,6.8,-0.9,-2.5,-3.4,-0.1,8
169,Michael Carter-Williams,SG,28,ORL,10,0,149,4.6,15.5,0.298,1,5.6,0.176,3.6,9.9,0.367,5.3,6.6,0.8,3.6,6.6,10.2,4.3,2.6,2,2.6,5.6,15.5,94,103,https://www.basketball-reference.com/players/c/cartemi01.html,11.3,0.421,0.362,0.426,7.4,14.8,10.9,12.6,2.6,3.5,12.5,18.5,-0.1,0.3,0.2,0.052,-3.4,2.6,-0.8,0,"$2,028,594 ",Magic,149,-1.6,5.5,4,-2.8,1,-1.8,-1.8,5,3.2,0.5,6
170,Alex Caruso,PG,25,LAL,14,0,280,5.3,12.6,0.419,1.7,5.6,0.303,3.6,7,0.512,0.7,1,0.667,0.2,4.1,4.3,4.9,2.9,0.9,2.9,3.1,13,93,102,https://www.basketball-reference.com/players/c/carusal01.html,9.1,0.496,0.446,0.081,0.4,9.3,4.9,13.4,2.9,1.6,18.2,14.2,-0.1,0.5,0.4,0.061,-3,1.6,-1.4,0,"$2,750,000 ",Lakers,280,-3,5.3,2.3,-4.7,5.8,1.1,-3.4,5.5,2.1,0.7,8
171,Willie Cauley-Stein,C,26,GSW,14,13,313,7.2,12.5,0.578,0,0,0,7.2,12.5,0.578,1.5,2,0.769,2.3,10.5,12.8,3.6,2.3,2.6,1.8,5.9,16,116,109,https://www.basketball-reference.com/players/c/caulewi01.html,16.4,0.597,0,0.157,5,24.4,14.5,11.6,2.3,4.7,11.9,13.5,0.4,0.3,0.7,0.108,-1.7,2.7,0.9,0.2,"$2,177,483 ",Warriors,313,-3.8,1.6,-2.2,0,0.3,0.3,-3.4,1.6,-1.7,0.2,9
172,Tyson Chandler,C,37,HOU,15,2,138,3.6,4.9,0.733,0,0,0,3.6,4.9,0.733,1.3,2.3,0.571,5.9,8.9,14.8,2,1.3,2.3,1.6,6.6,8.6,141,107,https://www.basketball-reference.com/players/c/chandty01.html,14.3,0.719,0,0.467,13.6,20.3,16.9,5.9,1.4,4.4,21.7,6.9,0.3,0.2,0.5,0.17,-0.9,2.9,2,0.1,"$2,564,753 ",Rockets,138,-2.6,-0.2,-2.7,4.2,-1.1,3.1,-1.7,-0.3,-2,0.1,9
173,Marquese Chriss,PF,22,GSW,16,1,272,7.5,15.4,0.483,0.3,2.1,0.167,7.1,13.3,0.532,4.9,5.9,0.824,4.2,8.7,12.8,5,1.9,2.6,4,5.5,20.1,107,111,https://www.basketball-reference.com/players/c/chrisma01.html,17.2,0.558,0.135,0.382,9.3,20,14.5,16.3,1.9,4.8,18.1,19.6,0.2,0.2,0.4,0.076,-1.3,1.5,0.2,0.1,"$1,678,854 ",Warriors,272,-2.7,2.4,-0.3,0.8,-5,-4.1,-2.2,1.5,-0.7,0.3,9
175,Brandon Clarke,PF,23,MEM,14,1,309,11,17.9,0.617,1.2,2.7,0.444,9.8,15.2,0.647,2.5,3,0.85,3.3,10.1,13.4,2.5,1.3,2.2,2.2,3.7,25.8,124,109,https://www.basketball-reference.com/players/c/clarkbr01.html,22.5,0.672,0.15,0.167,7.6,23.7,15.6,8.8,1.3,4.2,10.4,19.3,0.8,0.3,1.1,0.171,1.7,0.6,2.3,0.3,"$2,478,840 ",Grizzlies,309,0.7,-0.4,0.3,1.5,-1.7,-0.2,0.9,-0.6,0.4,0.5,9
176,Jordan Clarkson,SG,27,CLE,16,0,366,9.6,22.6,0.427,3.4,10,0.342,6.2,12.5,0.495,7.7,8.6,0.892,1.5,3.3,4.8,4.9,1.5,0.8,2.4,2.4,30.3,117,114,https://www.basketball-reference.com/players/c/clarkjo01.html,20.4,0.576,0.444,0.38,3.2,7.5,5.3,17.3,1.5,1.4,8.3,25.5,1,0.1,1.1,0.139,3.8,-2.6,1.2,0.3,"$13,437,500 ",Cavaliers,366,4.6,-2,2.6,-3,1,-2.1,3.6,-1.6,2,0.9,7
177,Nicolas Claxton,PF,20,BRK,7,0,88,5.3,10,0.526,0,2.6,0,5.3,7.4,0.714,2.6,5.3,0.5,3.2,6.3,9.5,3.7,0.5,0.5,1.6,3.7,13.1,114,112,https://www.basketball-reference.com/players/c/claxtni01.html,11,0.534,0.263,0.526,7.2,13.9,10.6,11,0.5,0.9,11.4,12.3,0.1,0.1,0.2,0.083,-2,-0.7,-2.7,0,"$898,310 ",Nets,88,-0.4,0.7,0.3,-6.4,-0.4,-6.8,-1.5,0.6,-0.9,0.1,1
178,John Collins,PF,22,ATL,5,5,161,9.3,17.7,0.525,2.6,5.5,0.474,6.7,12.2,0.548,3.5,4.9,0.706,2.9,9.9,12.8,2.3,1.5,2.9,2,4.9,24.7,120,110,https://www.basketball-reference.com/players/c/collijo01.html,20.5,0.621,0.311,0.279,6.9,23.5,15.2,7.9,1.5,5.7,9.3,19.5,0.4,0.1,0.5,0.144,1,0.5,1.5,0.1,"$2,686,560 ",Hawks,161,2.4,1.1,3.5,-5.7,11.6,5.9,1.2,2.9,4.2,0.6,9
179,Zach Collins,PF,22,POR,3,3,86,4.9,10.3,0.474,1.6,3.8,0.429,3.3,6.5,0.5,3.3,3.3,1,2.2,4.3,6.5,3.3,0,1.1,3.3,6,14.6,111,117,https://www.basketball-reference.com/players/c/colliza01.html,9.2,0.624,0.368,0.316,4.7,9.4,7.1,9.3,0,1.9,21.7,13.3,0.1,0,0.1,0.049,-1.8,-1.1,-3,0,"$4,240,200 ",Trail Blazers,86,-0.5,4.6,4.1,5.8,3.1,8.9,0.6,4.5,5.1,0.3,1
180,Mike Conley,PG,32,UTA,16,16,491,7.8,20.4,0.381,3.1,8.7,0.36,4.7,11.8,0.397,5.3,6.7,0.783,1,4.2,5.2,6.8,1.3,0.2,3.3,3.5,23.9,103,105,https://www.basketball-reference.com/players/c/conlemi01.html,13.5,0.512,0.424,0.329,2.3,9,5.8,23.2,1.3,0.3,12.4,24.3,0.3,0.7,1,0.094,-0.1,-0.3,-0.3,0.2,"$32,511,623 ",Jazz,491,0.4,1.2,1.6,3,-0.2,2.8,0.9,1,1.8,1.1,7
181,Pat Connaughton,SG,27,MIL,14,0,233,6,13,0.463,2.7,8.1,0.333,3.3,4.8,0.68,0.6,0.6,1,1,7.7,8.7,4.3,0.6,1.4,0.8,2.9,15.3,123,105,https://www.basketball-reference.com/players/c/connapa01.html,13.3,0.578,0.627,0.045,2.2,16.1,9.4,12.3,0.6,2.6,5.5,12.6,0.4,0.3,0.7,0.154,0.4,0.8,1.2,0.2,"$1,723,050 ",Bucks,233,0.6,-0.8,-0.2,-0.6,-4.6,-5.3,0.4,-1.6,-1.2,0.2,5
182,Quinn Cook,PG,26,LAL,15,0,216,7.1,17,0.416,2,6.2,0.321,5.1,10.8,0.469,0.4,0.7,0.667,0.9,3.5,4.4,6,1.3,0.2,2.7,2,16.6,98,107,https://www.basketball-reference.com/players/c/cookqu01.html,9.6,0.479,0.364,0.039,2.1,8,5.1,17.1,1.3,0.4,13.3,17.8,0,0.3,0.2,0.049,-3,-1.5,-4.5,-0.1,"$3,000,000 ",Lakers,216,-0.7,-0.3,-1,3.2,1.1,4.3,-0.1,-0.2,-0.3,0.3,8
183,Robert Covington,PF,29,MIN,15,15,409,7.4,15.8,0.468,3.4,9.4,0.357,4,6.4,0.632,3.5,4,0.861,1.2,8.3,9.5,1.6,2.5,1.8,2.7,4.7,21.6,111,105,https://www.basketball-reference.com/players/c/covinro01.html,15.8,0.615,0.596,0.255,2.7,18.3,10.5,5.1,2.5,3.1,13.3,17.9,0.5,0.6,1.1,0.125,0,1.4,1.4,0.3,"$11,301,219 ",Timberwolves,409,0.6,2.8,3.3,3.8,-5.4,-1.6,1.2,1.5,2.7,1.2,5
184,Allen Crabbe,SG,27,ATL,6,0,111,6.3,13.9,0.455,2.1,7.6,0.278,4.2,6.3,0.667,2.1,3,0.714,0.8,5.1,5.9,0.8,1.3,0.8,1.7,1.3,16.9,104,117,https://www.basketball-reference.com/players/c/crabbal01.html,10.4,0.554,0.545,0.212,2,12,7,2.6,1.3,1.7,10,15,0,0,0,0.019,-2.2,-3,-5.2,-0.1,"$18,500,000 ",Hawks,111,-1.3,-4.9,-6.2,-11.9,-1.6,-13.5,-3.1,-4.6,-7.7,-0.3,2
185,Torrey Craig,SF,29,DEN,13,2,187,3.7,10.8,0.341,1.1,5.3,0.2,2.6,5.5,0.476,1.1,2.4,0.444,2.4,6.8,9.2,3.9,1.3,2.9,1.3,6.8,9.5,95,101,https://www.basketball-reference.com/players/c/craigto01.html,8.1,0.4,0.488,0.22,5,15,9.9,10.7,1.3,5.5,10,11.5,-0.1,0.4,0.3,0.074,-3.9,4.1,0.2,0.1,"$2,100,000 ",Nuggets,187,-2.1,0.3,-1.9,-6.3,-3.1,-9.4,-2.9,-0.3,-3.2,0,6
186,Jae Crowder,SF,29,MEM,15,15,458,5.4,12.9,0.422,3.4,9.6,0.358,2,3.3,0.606,1.7,2.6,0.654,1,8.2,9.2,4.5,1.5,0.7,2.5,3.3,16,106,112,https://www.basketball-reference.com/players/c/crowdja01.html,11.8,0.57,0.742,0.203,2.3,19.1,10.6,13.2,1.5,1.3,15.2,14.9,0.3,0.3,0.5,0.056,0.2,0,0.2,0.3,"$7,815,533 ",Grizzlies,458,0.5,0.6,1.1,0,-1.6,-1.6,0.4,0.3,0.8,0.8,5
187,Jarrett Culver,SG,20,MIN,16,6,375,6.6,18,0.367,2.2,7.8,0.281,4.4,10.2,0.434,1.2,3.5,0.345,1.7,4,5.7,4.2,1.7,1,2.9,4.8,16.6,87,110,https://www.basketball-reference.com/players/c/culveja01.html,7.3,0.426,0.435,0.197,3.8,8.9,6.4,13,1.7,1.7,13.1,19.9,-0.6,0.3,-0.3,-0.032,-4,-0.4,-4.4,-0.2,"$5,813,640 ",Timberwolves,375,-4.4,-2.1,-6.6,-2,2.6,0.6,-4.2,-1.5,-5.7,-0.6,3
188,Seth Curry,SG,29,DAL,14,9,295,5.7,13.5,0.422,2.9,8.3,0.353,2.8,5.2,0.531,2.8,3.1,0.895,0.8,2.8,3.6,3.9,1.5,0.5,1.8,4.1,17.1,116,112,https://www.basketball-reference.com/players/c/curryse01.html,11.7,0.59,0.633,0.241,1.9,5.8,3.9,10.9,1.4,0.9,11.2,14.9,0.4,0.2,0.6,0.104,0.9,-1.5,-0.6,0.1,"$7,441,860 ",Mavericks,295,0.5,-1.9,-1.3,-4.3,-6.1,-10.4,-0.3,-2.7,-3,0,2
189,Stephen Curry,PG,31,GSW,4,4,112,11.4,27.8,0.409,3.8,15.6,0.243,7.6,12.2,0.621,7.6,7.6,1,1.7,6.7,8.4,10.9,2.1,0.8,6.3,4.2,34.1,105,114,https://www.basketball-reference.com/players/c/curryst01.html,21.3,0.548,0.561,0.273,3.7,15.6,9.5,40.6,2.1,1.5,16.9,33.3,0.1,0,0.2,0.066,5.1,-2.1,3,0.1,"$40,231,758 ",Warriors,112,4.2,2.2,6.3,1.8,-5.3,-3.5,4.1,1.1,5.2,0.5,7
190,Troy Daniels,SG,28,LAL,11,0,171,5.3,16.5,0.322,3.6,12.8,0.283,1.7,3.6,0.462,0.8,0.8,1,0.8,3.9,4.7,1.7,0.8,0.3,1.1,2.2,15.1,93,107,https://www.basketball-reference.com/players/d/danietr01.html,6,0.448,0.78,0.051,1.9,8.9,5.5,4.6,0.8,0.5,6.2,16,-0.1,0.2,0.1,0.027,-2.6,-2.2,-4.8,-0.1,"$2,028,594 ",Lakers,171,-2.6,-4.1,-6.7,-7.9,-3,-10.9,-3.6,-4.2,-7.8,-0.4,3
191,Anthony Davis,PF,26,LAL,15,15,524,12,25,0.482,1.6,4.6,0.36,10.4,20.4,0.509,9.2,10.5,0.878,3.1,8.9,12,4.9,2,4.1,3.9,3.3,34.9,116,97,https://www.basketball-reference.com/players/d/davisan02.html,27.3,0.59,0.182,0.42,7.2,20.3,13.8,16.4,2,7.6,11.7,29.8,1.5,1.2,2.7,0.249,2.2,4.5,6.7,1.2,"$27,093,019 ",Lakers,524,1.5,6.3,7.9,-4.1,1.4,-2.6,0.6,5.8,6.4,2.5,0
192,Ed Davis,C,30,UTA,6,0,73,2.6,6.5,0.4,0,0,0,2.6,6.5,0.4,1.3,2.6,0.5,5.9,14.4,20.3,0.7,0.7,2,3.3,9.2,6.5,89,98,https://www.basketball-reference.com/players/d/davised01.html,6.5,0.425,0,0.4,14,30.9,22.9,1.9,0.7,3.5,29.8,10,-0.1,0.2,0.1,0.072,-7.1,2.6,-4.4,0,"$4,767,000 ",Jazz,73,-2.8,10.3,7.5,-9.3,11,1.7,-4,10.8,6.8,0.4,4
193,Terence Davis,SG,22,TOR,15,0,214,6.8,14.3,0.477,3.7,7.9,0.472,3.1,6.4,0.483,2.4,2.4,1,1.1,8.1,9.3,6.4,1.5,0.9,2,6.2,19.8,127,103,https://www.basketball-reference.com/players/d/daviste02.html,16.7,0.644,0.554,0.169,2.6,16.5,10,19.5,1.5,1.6,11.4,15.7,0.6,0.4,0.9,0.205,2.4,1.3,3.7,0.3,"$898,310 ",Raptors,214,3.2,-0.1,3.1,4.2,4.7,8.9,3.5,0.7,4.1,0.7,5
194,Dewayne Dedmon,C,30,SAC,15,4,225,6.3,17,0.372,1.7,8,0.216,4.6,8.9,0.512,2.4,2.4,1,4.8,8.7,13.5,1.5,1.3,1.7,5.4,7.8,16.7,85,110,https://www.basketball-reference.com/players/d/dedmode01.html,7,0.461,0.458,0.125,11.5,22.1,16.6,4.1,1.1,3.5,24,20.2,-0.4,0.2,-0.3,-0.056,-5.4,-0.8,-6.2,-0.2,"$13,333,334 ",Kings,225,-6.4,3.5,-2.8,-7,3.1,-3.8,-6.8,3.6,-3.1,0,6
195,Matthew Dellavedova,PG,29,CLE,14,0,192,3,11.3,0.267,0.8,6.5,0.115,2.3,4.8,0.474,2.5,2.8,0.909,0.8,4.8,5.5,7.5,1.3,0.3,3.5,5.5,9.3,83,115,https://www.basketball-reference.com/players/d/dellama01.html,4.1,0.371,0.578,0.244,1.6,10.9,6.2,21.7,1.3,0.4,21.9,14.2,-0.3,0.1,-0.3,-0.063,-4.7,-1.5,-6.3,-0.2,"$9,607,500 ",Cavaliers,192,-3.8,3.2,-0.6,-6.7,10.2,3.6,-4.5,4.6,0.1,0.3,3
196,DeMar DeRozan,SF,30,SAS,17,17,577,11.7,22.1,0.53,0,0.3,0,11.7,21.8,0.538,7.3,8.8,0.824,0.7,6.7,7.5,6.4,1.1,0.7,3.9,4,30.7,113,114,https://www.basketball-reference.com/players/d/derozde01.html,20.3,0.591,0.015,0.4,1.6,15.5,8.4,21.2,1.1,1.3,13.1,26.6,1.2,0.2,1.4,0.115,0.8,-1.5,-0.8,0.2,"$27,739,975 ",Spurs,577,1.7,-4.8,-3.1,-3.1,-7.4,-10.5,1,-5.4,-4.5,-0.5,2
197,Cheick Diallo,C,23,PHO,11,0,97,11.6,14.5,0.8,0,0,0,11.6,14.5,0.8,2.4,2.9,0.833,3.4,8.2,11.6,2.4,0,1.9,2.4,5.8,25.6,140,108,https://www.basketball-reference.com/players/d/diallch01.html,20.2,0.784,0,0.222,5.2,26.9,15.9,10.6,0,4.2,13.2,15.5,0.2,0.1,0.3,0.214,0.1,1.5,1.6,0.1,"$1,678,854 ",Suns,97,1.6,-5.4,-3.8,6.3,-8.3,-2,2.5,-6.2,-3.7,0,9
198,Hamidou Diallo,SF,21,OKC,12,1,256,8.6,17.3,0.5,0.4,2.4,0.154,8.3,14.8,0.557,2.1,3.4,0.611,2.6,6,8.6,1.9,3.4,0.8,2.6,5.5,19.7,99,104,https://www.basketball-reference.com/players/d/diallha01.html,13.8,0.525,0.141,0.196,6.1,13.2,9.8,6.4,3.4,1.3,12.3,19.5,0,0.4,0.4,0.073,-2.4,1.5,-1,0.1,"$1,416,852 ",Thunder,256,-2.9,2.8,-0.1,-1.8,6.1,4.3,-2.8,3.5,0.7,0.4,1
199,Gorgui Dieng,C,30,MIN,12,2,145,6.6,16.1,0.412,0.9,5.1,0.188,5.7,11.1,0.514,3.5,4.4,0.786,3.5,13.6,17.1,4.7,2.5,4.4,2.2,3.8,17.7,107,98,https://www.basketball-reference.com/players/d/dienggo01.html,19.4,0.49,0.314,0.275,7.7,30,18.9,14.9,2.5,7.7,10.9,17.9,0.1,0.3,0.4,0.144,-2.4,5.7,3.3,0.2,"$16,229,213 ",Timberwolves,145,-3.4,10,6.6,-5.7,2.4,-3.2,-3.9,9.2,5.3,0.6,4
200,Spencer Dinwiddie,SG,26,BRK,16,5,450,10,23.6,0.422,2.8,9.6,0.29,7.2,14.1,0.511,9.5,11,0.86,0.3,3.8,4.1,8.4,1.3,0.6,4,5.7,32.2,113,111,https://www.basketball-reference.com/players/d/dinwisp01.html,18.3,0.557,0.399,0.437,0.8,8.1,4.5,30.2,1.4,1.1,13.3,28.9,0.8,0.3,1.1,0.124,2,-2.8,-0.8,0.1,"$10,600,000 ",Nets,450,5.7,-1.2,4.4,6.3,1.1,7.5,6.1,-0.9,5.2,1.8,7
201,Donte DiVincenzo,SG,23,MIL,13,6,250,7.6,17.1,0.442,3.2,8.5,0.383,4.3,8.6,0.5,0.9,1.4,0.625,2.2,7,9.2,3.6,3.4,0.4,2.3,4,19.3,107,100,https://www.basketball-reference.com/players/d/divindo01.html,15,0.543,0.495,0.084,4.9,14.6,10,11,3.4,0.7,11.7,18.1,0.2,0.5,0.7,0.135,0.4,1.6,2,0.3,"$2,905,800 ",Bucks,250,0.9,4.4,5.3,1.1,5.9,7,0.9,4.8,5.7,1.1,5
